ID,Married,Gender,Age,Graduate,Profession,Years_of_Working,Spending_Score,Family_Members,Category,Class(Target)
1735,1,1.0,33,0.0,Artist,0.0,Low,1.0,Cat_4,C
1736,1,0.0,55,0.0,Homemaker,2.0,Low,1.0,Cat_3,D
1737,1,0.0,55,0.0,Artist,0.0,Low,1.0,Cat_6,C
1738,1,0.0,25,,Artist,8.0,Low,,Cat_6,D
1739,0,0.0,66,0.0,Lawyer,,High,2.0,Cat_6,D
1740,1,0.0,42,1.0,Artist,1.0,Low,2.0,Cat_3,C
1741,0,0.0,52,1.0,Artist,0.0,Average,4.0,Cat_6,A
1742,0,0.0,46,1.0,Artist,0.0,Average,4.0,Cat_6,D
1743,1,1.0,53,1.0,Marketing,2.0,Low,4.0,Cat_6,A
1744,1,0.0,42,1.0,Doctor,1.0,Average,2.0,Cat_1,A
1745,1,0.0,73,1.0,Lawyer,1.0,Average,2.0,Cat_6,D
1746,1,1.0,23,0.0,Artist,1.0,Low,4.0,Cat_6,B
1747,0,1.0,25,1.0,Artist,2.0,Low,2.0,Cat_6,D
1748,1,0.0,65,1.0,Executive,1.0,Low,2.0,Cat_4,C
1749,0,1.0,23,0.0,Healthcare,0.0,Low,4.0,Cat_6,B
1750,1,1.0,27,1.0,Healthcare,,Low,3.0,Cat_2,B
1751,0,0.0,74,1.0,Artist,0.0,Average,2.0,Cat_6,C
1752,0,1.0,39,1.0,Artist,0.0,Low,1.0,Cat_6,D
1753,0,0.0,58,1.0,Artist,0.0,Average,5.0,Cat_6,A
1754,1,0.0,43,1.0,Executive,6.0,High,3.0,Cat_4,D
1755,0,0.0,40,1.0,Engineer,0.0,Low,2.0,Cat_2,C
1756,1,1.0,18,0.0,Healthcare,,Low,4.0,Cat_6,B
1757,1,0.0,30,1.0,Doctor,1.0,Low,9.0,Cat_4,A
1758,1,0.0,79,0.0,Lawyer,1.0,Low,1.0,Cat_6,B
1759,1,0.0,49,0.0,Executive,11.0,High,4.0,Cat_6,D
1760,0,0.0,52,1.0,Artist,9.0,Low,2.0,Cat_6,A
1761,1,0.0,42,1.0,Executive,9.0,High,6.0,Cat_7,C
1762,1,0.0,37,0.0,Entertainment,8.0,Average,3.0,Cat_6,C
1763,1,1.0,25,1.0,Doctor,8.0,Low,1.0,Cat_6,D
1764,0,0.0,43,0.0,Doctor,9.0,Low,1.0,Cat_2,D
1765,1,0.0,47,1.0,Doctor,,Low,3.0,Cat_6,C
1766,1,0.0,46,1.0,Homemaker,11.0,Low,1.0,Cat_3,D
1767,0,1.0,40,1.0,Doctor,7.0,Low,1.0,Cat_6,D
1768,0,0.0,66,0.0,Engineer,0.0,High,5.0,Cat_4,C
1769,0,1.0,27,0.0,Engineer,1.0,Low,1.0,Cat_4,D
1770,0,1.0,52,1.0,Doctor,1.0,Low,1.0,Cat_4,C
1771,0,1.0,32,0.0,Engineer,9.0,Low,4.0,Cat_5,D
1772,1,0.0,67,1.0,Artist,1.0,High,2.0,Cat_6,C
1773,1,1.0,31,0.0,Entertainment,1.0,Low,4.0,Cat_2,B
1774,1,0.0,55,1.0,Doctor,6.0,Low,1.0,Cat_3,C
1775,1,0.0,36,1.0,Artist,0.0,High,3.0,Cat_6,B
1776,0,0.0,61,1.0,Doctor,0.0,Average,4.0,Cat_7,C
1777,1,0.0,61,0.0,Engineer,0.0,Low,3.0,Cat_4,D
1778,0,1.0,45,1.0,Artist,1.0,Low,1.0,Cat_6,C
1779,0,1.0,46,1.0,Artist,3.0,Low,2.0,Cat_6,C
1780,1,1.0,48,1.0,Entertainment,1.0,Low,2.0,Cat_3,D
1781,0,0.0,36,1.0,Homemaker,9.0,Low,2.0,Cat_4,D
1782,1,0.0,51,0.0,Artist,0.0,Average,5.0,Cat_4,B
1783,1,0.0,39,0.0,Doctor,1.0,Average,5.0,Cat_4,B
1784,0,0.0,40,1.0,Doctor,1.0,Low,2.0,Cat_6,D
1785,1,0.0,42,1.0,Artist,2.0,Average,2.0,Cat_6,C
1786,1,1.0,33,1.0,Healthcare,0.0,Low,5.0,Cat_6,B
1787,0,1.0,32,1.0,Healthcare,1.0,Low,5.0,Cat_4,B
1788,0,0.0,47,1.0,Artist,0.0,Average,4.0,Cat_4,A
1789,1,0.0,35,1.0,Artist,0.0,Average,2.0,Cat_6,A
1790,1,1.0,18,0.0,Healthcare,7.0,Low,4.0,Cat_4,C
1791,0,1.0,20,0.0,Marketing,1.0,Low,2.0,Cat_3,B
1792,1,1.0,62,1.0,,0.0,Low,1.0,Cat_6,D
1793,1,0.0,53,0.0,Artist,1.0,Average,6.0,Cat_6,D
1794,0,1.0,37,1.0,Healthcare,1.0,Low,3.0,Cat_6,A
1795,0,1.0,39,1.0,Artist,9.0,Low,1.0,Cat_6,D
1796,0,0.0,38,0.0,Executive,,Average,4.0,Cat_4,D
1797,0,0.0,65,0.0,Engineer,1.0,Average,3.0,Cat_4,D
1798,0,1.0,86,1.0,Lawyer,0.0,Low,1.0,Cat_3,B
1799,1,0.0,47,1.0,Artist,1.0,Average,3.0,Cat_6,B
1800,0,0.0,40,1.0,Artist,9.0,Average,2.0,Cat_6,C
1801,0,1.0,43,1.0,Doctor,0.0,Low,,Cat_4,D
1802,0,0.0,83,1.0,Lawyer,0.0,High,2.0,Cat_6,A
1803,1,0.0,50,1.0,Executive,0.0,High,4.0,Cat_6,C
1804,1,1.0,30,0.0,Healthcare,1.0,Low,4.0,Cat_6,A
1805,0,1.0,29,0.0,Engineer,0.0,Low,5.0,Cat_4,D
1806,1,0.0,77,1.0,Executive,1.0,Low,1.0,Cat_6,B
1807,1,0.0,66,1.0,Entertainment,0.0,Average,3.0,Cat_6,A
1808,1,0.0,41,1.0,Artist,1.0,Low,2.0,Cat_4,D
1809,1,0.0,41,1.0,Artist,4.0,Average,2.0,Cat_2,D
1810,1,1.0,25,0.0,Healthcare,9.0,Low,3.0,Cat_6,B
1811,1,1.0,22,0.0,Healthcare,,Low,4.0,Cat_6,B
1812,1,1.0,30,1.0,Marketing,12.0,Low,4.0,Cat_6,B
1813,0,1.0,48,1.0,Artist,4.0,Low,1.0,Cat_6,C
1814,1,1.0,70,0.0,,,Low,4.0,Cat_4,B
1815,0,1.0,26,0.0,Engineer,2.0,Low,7.0,Cat_6,B
1816,1,0.0,63,1.0,Artist,0.0,High,2.0,Cat_6,A
1817,0,0.0,48,1.0,Artist,3.0,Average,4.0,Cat_6,A
1818,1,0.0,36,1.0,Artist,0.0,Average,5.0,Cat_6,A
1819,0,0.0,38,1.0,Artist,4.0,Low,1.0,Cat_3,C
1820,0,0.0,63,0.0,Marketing,,Average,6.0,Cat_4,D
1821,1,0.0,66,1.0,Artist,0.0,High,2.0,Cat_6,C
1822,1,0.0,39,1.0,Artist,7.0,Average,2.0,Cat_6,A
1823,1,1.0,29,0.0,Entertainment,1.0,Low,5.0,Cat_6,B
1824,1,0.0,45,1.0,Entertainment,0.0,Average,2.0,Cat_4,D
1825,1,1.0,26,0.0,Executive,2.0,Low,2.0,Cat_3,B
1826,1,0.0,58,1.0,Artist,8.0,Low,1.0,Cat_3,C
1827,0,0.0,49,1.0,Artist,1.0,High,5.0,Cat_6,C
1828,0,0.0,52,1.0,Artist,1.0,Average,5.0,Cat_6,A
1829,0,0.0,68,1.0,Lawyer,3.0,Low,1.0,Cat_6,D
1830,1,0.0,37,1.0,Healthcare,1.0,Average,2.0,Cat_6,D
1831,1,0.0,68,1.0,Lawyer,1.0,High,2.0,Cat_6,D
1832,1,1.0,41,1.0,Artist,4.0,Low,1.0,Cat_6,D
1833,0,0.0,48,1.0,Artist,1.0,Average,2.0,Cat_6,A
1834,1,0.0,31,1.0,Artist,8.0,Average,2.0,Cat_6,B
1835,1,0.0,28,0.0,Artist,0.0,Low,4.0,Cat_6,D
1836,0,1.0,35,1.0,Artist,,Low,3.0,Cat_6,D
1837,1,0.0,60,,,,Average,4.0,Cat_6,C
1838,1,0.0,67,1.0,Lawyer,0.0,Low,1.0,Cat_3,D
1839,1,0.0,74,1.0,Lawyer,0.0,High,3.0,Cat_6,B
1840,1,1.0,30,1.0,Healthcare,1.0,Low,4.0,Cat_6,C
1841,1,0.0,46,1.0,Artist,0.0,Low,1.0,Cat_4,C
1842,0,0.0,60,1.0,Engineer,1.0,High,4.0,Cat_3,C
1843,1,1.0,18,0.0,Artist,,Low,4.0,Cat_4,B
1844,0,0.0,31,1.0,Homemaker,9.0,Average,2.0,,C
1845,0,1.0,43,1.0,Engineer,,Low,1.0,Cat_6,D
1846,1,0.0,27,1.0,Doctor,8.0,Average,2.0,Cat_4,D
1847,1,0.0,73,1.0,Executive,0.0,High,2.0,Cat_6,A
1848,1,1.0,32,1.0,Healthcare,1.0,Low,3.0,Cat_6,C
1849,1,1.0,30,0.0,Doctor,,Low,4.0,Cat_4,C
1850,1,0.0,36,1.0,Artist,8.0,Average,2.0,Cat_6,C
1851,1,0.0,70,0.0,Engineer,0.0,Average,2.0,Cat_6,C
1852,1,0.0,83,0.0,Lawyer,0.0,High,2.0,Cat_6,B
1853,1,0.0,52,1.0,Entertainment,1.0,Low,2.0,Cat_6,A
1854,1,0.0,47,1.0,Artist,,Low,3.0,Cat_6,D
1855,0,0.0,52,0.0,Doctor,4.0,Low,1.0,Cat_4,A
1856,0,0.0,49,0.0,Engineer,5.0,Average,5.0,Cat_4,B
1857,0,1.0,25,1.0,,8.0,Low,1.0,Cat_6,B
1858,1,1.0,32,0.0,Doctor,12.0,Low,4.0,Cat_6,B
1859,1,1.0,30,1.0,Doctor,10.0,Low,4.0,Cat_6,B
1860,1,0.0,51,0.0,Executive,2.0,High,5.0,Cat_6,D
1861,0,1.0,48,1.0,Marketing,0.0,Low,1.0,Cat_6,D
1862,0,1.0,31,0.0,Healthcare,1.0,Low,5.0,Cat_6,A
1863,1,1.0,19,0.0,Doctor,,Low,5.0,Cat_3,B
1864,1,0.0,47,1.0,Artist,0.0,Average,4.0,Cat_6,C
1865,1,1.0,29,1.0,Healthcare,0.0,Low,4.0,Cat_6,B
1866,1,0.0,35,0.0,Artist,9.0,Average,3.0,Cat_6,C
1867,0,0.0,27,0.0,Doctor,1.0,Low,,Cat_3,B
1868,1,0.0,30,0.0,Homemaker,1.0,Average,3.0,Cat_6,B
1869,0,0.0,37,1.0,Artist,2.0,Low,2.0,Cat_7,A
1870,1,0.0,55,1.0,Entertainment,1.0,Low,2.0,Cat_6,D
1871,0,0.0,43,0.0,Doctor,1.0,Low,1.0,Cat_6,D
1872,1,0.0,72,0.0,Executive,0.0,High,2.0,Cat_6,C
1873,1,1.0,18,0.0,Healthcare,,Low,3.0,Cat_6,B
1874,1,0.0,35,1.0,Artist,8.0,Low,4.0,Cat_7,D
1875,0,0.0,35,0.0,Healthcare,2.0,Low,1.0,Cat_6,D
1876,0,1.0,55,1.0,Entertainment,1.0,Low,1.0,Cat_6,D
1877,1,0.0,86,0.0,Lawyer,0.0,Low,1.0,Cat_6,C
1878,1,0.0,79,0.0,Lawyer,9.0,Low,3.0,Cat_6,B
1879,1,0.0,31,1.0,Executive,1.0,High,2.0,Cat_6,D
1880,0,0.0,37,1.0,,0.0,Low,,Cat_6,A
1881,0,1.0,30,0.0,Healthcare,14.0,Low,3.0,Cat_6,D
1882,0,0.0,37,1.0,Artist,0.0,Low,3.0,Cat_6,D
1883,1,1.0,46,1.0,Artist,0.0,Low,2.0,Cat_6,C
1884,0,0.0,61,1.0,Artist,0.0,Low,1.0,Cat_6,A
1885,1,1.0,33,1.0,Healthcare,3.0,Low,1.0,Cat_6,D
1886,1,0.0,52,1.0,Engineer,0.0,Average,2.0,Cat_3,C
1887,1,0.0,37,1.0,Executive,0.0,Average,3.0,Cat_4,C
1888,1,0.0,48,1.0,Artist,1.0,Average,4.0,Cat_1,A
1889,0,1.0,27,0.0,Homemaker,,Low,,Cat_3,D
1890,0,1.0,27,1.0,Healthcare,1.0,Low,5.0,Cat_6,A
1891,1,0.0,41,0.0,Executive,0.0,Low,3.0,Cat_1,B
1892,0,1.0,33,1.0,Engineer,0.0,Low,6.0,Cat_6,B
1893,1,0.0,81,0.0,Executive,,High,2.0,Cat_6,C
1894,0,1.0,53,1.0,Artist,0.0,Low,2.0,Cat_6,D
1895,0,0.0,43,1.0,Doctor,6.0,Low,1.0,Cat_3,C
1896,1,1.0,40,0.0,Engineer,2.0,Low,4.0,Cat_6,B
1897,0,1.0,33,1.0,Healthcare,1.0,Low,1.0,Cat_6,B
1898,0,0.0,41,0.0,Doctor,0.0,Average,9.0,Cat_4,B
1899,1,1.0,18,0.0,Doctor,1.0,Low,6.0,Cat_6,C
1900,1,1.0,25,1.0,Healthcare,0.0,Low,4.0,Cat_6,A
1901,1,1.0,20,0.0,Healthcare,2.0,Low,4.0,Cat_6,B
1902,0,1.0,36,0.0,Engineer,,Low,1.0,Cat_6,D
1903,1,0.0,46,1.0,Artist,1.0,Average,3.0,Cat_3,A
1904,0,1.0,18,0.0,Healthcare,1.0,Low,,Cat_6,B
1905,1,0.0,33,0.0,Engineer,14.0,Low,1.0,Cat_6,B
1906,1,1.0,20,0.0,Healthcare,3.0,Low,4.0,Cat_4,B
1907,0,1.0,28,1.0,Doctor,1.0,Low,4.0,Cat_6,A
1908,0,0.0,71,1.0,Lawyer,0.0,High,2.0,Cat_6,A
1909,1,0.0,86,1.0,Lawyer,,Low,1.0,Cat_6,A
1910,1,0.0,57,1.0,Artist,1.0,Average,2.0,Cat_3,A
1911,1,1.0,31,1.0,Engineer,,Low,4.0,Cat_2,D
1912,1,1.0,29,1.0,Doctor,3.0,Low,3.0,Cat_4,D
1913,0,0.0,58,1.0,Doctor,5.0,Average,3.0,Cat_2,B
1914,1,1.0,30,0.0,Executive,5.0,Low,5.0,Cat_6,D
1915,0,0.0,49,1.0,Artist,1.0,Average,3.0,Cat_6,C
1916,1,0.0,81,0.0,Lawyer,0.0,Low,1.0,Cat_6,D
1917,0,1.0,42,0.0,Engineer,,Low,1.0,Cat_6,B
1918,0,1.0,30,1.0,Engineer,0.0,Low,4.0,Cat_3,A
1919,1,1.0,33,0.0,Entertainment,6.0,Low,2.0,Cat_4,B
1920,1,0.0,43,1.0,Healthcare,7.0,High,2.0,Cat_6,D
1921,0,1.0,33,1.0,Artist,0.0,Low,4.0,Cat_6,D
1922,1,0.0,56,1.0,Executive,8.0,High,5.0,Cat_6,A
1923,1,1.0,38,1.0,Entertainment,1.0,Low,1.0,Cat_7,D
1924,0,1.0,49,1.0,Artist,1.0,Low,2.0,Cat_2,A
1925,1,0.0,46,1.0,Artist,8.0,Average,2.0,Cat_6,A
1926,1,1.0,26,1.0,Entertainment,1.0,Low,3.0,Cat_6,B
1927,1,0.0,49,0.0,Artist,1.0,Low,1.0,Cat_6,A
1928,0,1.0,30,1.0,Healthcare,0.0,Low,1.0,Cat_6,B
1929,1,0.0,38,0.0,Entertainment,1.0,Low,3.0,Cat_4,D
1930,0,0.0,36,0.0,Entertainment,8.0,Low,2.0,Cat_6,C
1931,0,0.0,43,1.0,Artist,3.0,Average,2.0,Cat_6,A
1932,1,0.0,60,0.0,Entertainment,0.0,Average,6.0,Cat_6,D
1933,1,0.0,39,1.0,Executive,9.0,High,5.0,Cat_2,D
1934,0,1.0,27,1.0,Marketing,0.0,Low,1.0,Cat_6,B
1935,0,1.0,27,0.0,Homemaker,9.0,Low,1.0,Cat_4,D
1936,0,0.0,60,1.0,Artist,1.0,High,2.0,Cat_6,A
1937,0,1.0,18,0.0,Doctor,1.0,Low,4.0,Cat_6,C
1938,1,0.0,25,1.0,Executive,1.0,High,2.0,Cat_6,D
1939,0,1.0,52,1.0,Artist,1.0,Low,2.0,Cat_6,D
1940,1,0.0,55,1.0,Artist,1.0,Low,2.0,Cat_6,D
1941,1,1.0,37,1.0,Doctor,0.0,Low,3.0,,D
1942,1,0.0,42,0.0,Executive,2.0,High,4.0,Cat_6,A
1943,0,0.0,76,1.0,Lawyer,1.0,High,2.0,Cat_6,C
1944,1,1.0,25,0.0,Healthcare,4.0,Low,3.0,Cat_4,B
1945,1,1.0,56,0.0,Marketing,1.0,Low,2.0,Cat_6,D
1946,0,0.0,33,0.0,Healthcare,0.0,Low,5.0,Cat_5,B
1947,0,1.0,33,1.0,Healthcare,1.0,Low,5.0,Cat_2,D
1948,0,0.0,49,1.0,Artist,1.0,Low,2.0,,A
1949,0,0.0,28,0.0,Homemaker,9.0,High,3.0,Cat_6,D
1950,0,0.0,42,1.0,Doctor,6.0,Low,1.0,Cat_3,D
1951,1,1.0,25,1.0,Marketing,8.0,Low,3.0,Cat_6,D
1952,1,0.0,75,1.0,Lawyer,0.0,Low,1.0,Cat_6,D
1953,0,0.0,83,1.0,Lawyer,1.0,High,2.0,Cat_6,C
1954,1,0.0,43,1.0,Engineer,5.0,High,2.0,Cat_3,D
1955,0,1.0,20,0.0,Entertainment,0.0,Low,6.0,Cat_2,C
1956,0,1.0,23,0.0,Healthcare,0.0,Low,3.0,Cat_4,B
1957,1,0.0,41,1.0,Artist,0.0,Low,2.0,Cat_6,C
1958,1,1.0,25,1.0,Doctor,0.0,Low,2.0,Cat_6,B
1959,0,0.0,55,1.0,Artist,4.0,Average,4.0,Cat_7,A
1960,1,0.0,47,1.0,Artist,0.0,Average,2.0,Cat_6,B
1961,1,1.0,22,0.0,Healthcare,8.0,Low,5.0,Cat_4,B
1962,1,0.0,63,1.0,Executive,1.0,High,1.0,Cat_6,C
1963,0,0.0,36,1.0,Artist,1.0,Average,5.0,Cat_6,A
1964,1,1.0,20,0.0,Marketing,0.0,Low,3.0,Cat_3,C
1965,1,0.0,77,0.0,Lawyer,1.0,Low,2.0,Cat_4,B
1966,1,1.0,21,0.0,Healthcare,0.0,Low,4.0,Cat_6,B
1967,0,1.0,31,0.0,,,Low,1.0,Cat_7,A
1968,1,0.0,48,1.0,Artist,1.0,Average,2.0,,C
1969,1,1.0,29,0.0,Doctor,0.0,Low,4.0,Cat_6,B
1970,1,0.0,33,0.0,Artist,1.0,Low,3.0,Cat_4,D
1971,1,1.0,31,1.0,Healthcare,,Low,1.0,Cat_6,B
1972,1,0.0,40,1.0,Artist,14.0,Low,2.0,Cat_6,A
1973,0,1.0,41,1.0,Healthcare,0.0,Low,3.0,Cat_6,A
1974,1,1.0,33,0.0,Entertainment,1.0,Low,1.0,Cat_6,B
1975,1,1.0,23,0.0,Healthcare,0.0,Low,5.0,Cat_3,B
1976,0,0.0,57,1.0,Artist,0.0,Average,4.0,Cat_6,A
1977,1,1.0,37,1.0,Artist,12.0,Low,1.0,Cat_6,C
1978,0,1.0,42,1.0,Artist,0.0,Low,1.0,Cat_2,C
1979,1,1.0,28,0.0,Healthcare,0.0,Low,9.0,Cat_6,B
1980,1,0.0,62,1.0,Artist,0.0,Average,3.0,Cat_6,A
1981,0,0.0,56,1.0,Engineer,,High,3.0,Cat_3,C
1982,1,1.0,23,0.0,Doctor,0.0,Low,5.0,Cat_6,C
1983,1,0.0,52,1.0,Executive,1.0,Average,6.0,Cat_6,C
1984,0,1.0,33,0.0,Engineer,1.0,Low,2.0,Cat_4,C
1985,0,1.0,36,1.0,Healthcare,6.0,Low,3.0,Cat_2,B
1986,1,0.0,47,1.0,Doctor,0.0,Average,2.0,Cat_3,D
1987,1,0.0,39,0.0,Executive,0.0,Low,2.0,Cat_6,C
1988,0,0.0,48,0.0,Doctor,1.0,High,2.0,Cat_6,A
1989,0,1.0,29,0.0,Homemaker,2.0,Low,4.0,Cat_3,B
1990,1,1.0,21,0.0,Doctor,4.0,Low,3.0,Cat_2,B
1991,0,1.0,18,0.0,,0.0,Low,6.0,Cat_4,B
1992,1,1.0,27,1.0,Doctor,0.0,Low,2.0,Cat_6,A
1993,1,1.0,50,1.0,Artist,1.0,Low,1.0,Cat_6,C
1994,0,1.0,39,1.0,Doctor,9.0,Low,3.0,Cat_6,D
1995,1,1.0,23,0.0,Healthcare,1.0,Low,3.0,Cat_1,B
1996,1,0.0,46,1.0,Artist,1.0,Low,1.0,Cat_2,B
1997,0,1.0,53,1.0,Engineer,1.0,Low,2.0,Cat_6,D
1998,0,0.0,45,1.0,Engineer,1.0,Average,2.0,Cat_6,B
1999,1,0.0,51,1.0,Doctor,1.0,High,2.0,Cat_3,A
2000,0,1.0,27,1.0,Healthcare,1.0,Low,5.0,Cat_4,C
2001,0,0.0,35,0.0,Engineer,7.0,Average,4.0,Cat_4,D
2002,1,0.0,78,0.0,Entertainment,0.0,Low,1.0,Cat_6,B
2003,1,0.0,51,1.0,Entertainment,4.0,Average,2.0,Cat_2,A
2004,1,0.0,63,1.0,Artist,1.0,Low,1.0,Cat_1,A
2005,0,1.0,26,0.0,Healthcare,10.0,Low,1.0,Cat_6,B
2006,0,0.0,53,0.0,Engineer,8.0,Average,4.0,Cat_4,C
2007,1,1.0,43,1.0,Artist,11.0,Low,1.0,Cat_3,C
2008,0,0.0,47,1.0,Doctor,1.0,Average,2.0,Cat_2,C
2009,1,0.0,39,1.0,Doctor,1.0,Average,3.0,Cat_6,D
2010,0,0.0,36,0.0,Entertainment,1.0,High,3.0,Cat_3,D
2011,0,0.0,40,1.0,Artist,8.0,High,5.0,Cat_6,D
2012,0,0.0,63,,Artist,1.0,Average,3.0,Cat_3,C
2013,1,1.0,19,0.0,Healthcare,13.0,Low,3.0,Cat_3,B
2014,1,0.0,62,,Entertainment,2.0,Average,4.0,Cat_3,A
2015,0,1.0,32,1.0,Healthcare,0.0,Low,5.0,Cat_6,D
2016,0,0.0,48,1.0,Artist,8.0,Average,2.0,Cat_6,D
2017,0,1.0,40,1.0,Healthcare,1.0,Low,1.0,Cat_2,B
2018,0,1.0,38,1.0,Artist,9.0,Low,1.0,Cat_6,D
2019,1,0.0,48,1.0,Artist,3.0,Low,5.0,Cat_6,C
2020,0,0.0,50,1.0,Artist,1.0,Low,1.0,Cat_7,A
2021,0,0.0,83,0.0,Lawyer,0.0,High,2.0,Cat_6,C
2022,1,0.0,46,1.0,Artist,2.0,Average,4.0,Cat_2,A
2023,0,0.0,52,1.0,Engineer,1.0,Average,3.0,Cat_3,D
2024,1,0.0,83,1.0,Executive,0.0,High,2.0,Cat_6,D
2025,0,0.0,58,1.0,Artist,0.0,Average,4.0,Cat_6,D
2026,0,1.0,33,0.0,Doctor,0.0,Low,1.0,Cat_6,D
2027,1,1.0,23,0.0,Healthcare,1.0,Low,2.0,Cat_6,B
2028,1,1.0,30,1.0,Doctor,9.0,Low,5.0,Cat_6,B
2029,0,0.0,56,1.0,Artist,0.0,Average,2.0,Cat_6,A
2030,1,0.0,71,1.0,Lawyer,1.0,High,2.0,Cat_6,A
2031,1,0.0,20,0.0,Entertainment,0.0,Low,2.0,Cat_6,B
2032,1,1.0,28,0.0,Doctor,10.0,Low,3.0,Cat_6,A
2033,0,0.0,37,1.0,,0.0,Low,3.0,Cat_3,D
2034,1,1.0,26,1.0,Artist,0.0,Low,4.0,Cat_4,B
2035,0,0.0,61,1.0,Artist,1.0,Average,5.0,Cat_6,A
2036,1,0.0,78,0.0,Lawyer,1.0,High,2.0,Cat_2,D
2037,0,0.0,36,1.0,Homemaker,8.0,Average,2.0,Cat_7,C
2038,0,0.0,25,0.0,Engineer,3.0,Low,3.0,Cat_3,B
2039,1,1.0,22,0.0,Healthcare,1.0,Low,6.0,Cat_4,B
2040,1,1.0,26,1.0,Healthcare,0.0,Low,3.0,Cat_3,A
2041,0,0.0,50,1.0,Artist,9.0,Low,2.0,Cat_6,C
2042,1,1.0,32,0.0,Healthcare,0.0,Low,4.0,Cat_6,B
2043,1,1.0,19,0.0,Healthcare,0.0,Low,4.0,Cat_6,B
2044,1,0.0,55,1.0,Lawyer,,Low,4.0,Cat_3,A
2045,0,0.0,45,0.0,Engineer,0.0,High,2.0,Cat_6,D
2046,0,0.0,73,1.0,Lawyer,1.0,High,2.0,Cat_6,A
2047,0,1.0,25,0.0,Healthcare,0.0,Low,8.0,Cat_7,C
2048,1,1.0,37,1.0,Entertainment,0.0,Low,,Cat_1,D
2049,1,0.0,30,0.0,Marketing,0.0,Low,4.0,Cat_4,A
2050,0,,60,0.0,Engineer,1.0,High,2.0,Cat_4,C
2051,0,1.0,18,0.0,Healthcare,3.0,Low,4.0,Cat_6,B
2052,1,1.0,25,0.0,Engineer,,Low,3.0,Cat_6,D
2053,0,0.0,60,1.0,Artist,0.0,High,2.0,Cat_6,A
2054,0,0.0,62,1.0,Entertainment,1.0,Low,1.0,Cat_6,C
2055,0,0.0,41,1.0,Artist,0.0,Low,4.0,Cat_6,D
2056,1,0.0,26,0.0,Entertainment,0.0,Low,3.0,Cat_3,B
2057,0,0.0,42,1.0,Artist,2.0,High,2.0,Cat_6,A
2058,0,0.0,35,1.0,Engineer,0.0,Average,2.0,Cat_6,C
2059,1,0.0,39,1.0,Executive,1.0,High,3.0,Cat_3,C
2060,1,0.0,60,1.0,Artist,,Low,1.0,Cat_3,D
2061,0,0.0,80,0.0,Lawyer,1.0,High,2.0,Cat_6,B
2062,0,1.0,38,1.0,Healthcare,0.0,Low,4.0,Cat_6,D
2063,0,0.0,66,1.0,Lawyer,1.0,High,2.0,Cat_6,A
2064,0,1.0,40,1.0,Healthcare,1.0,Low,1.0,Cat_6,C
2065,1,1.0,21,0.0,Healthcare,1.0,Low,,Cat_6,B
2066,1,1.0,41,1.0,Entertainment,0.0,Low,1.0,Cat_6,D
2067,0,0.0,52,0.0,Artist,0.0,Average,4.0,Cat_6,A
2068,1,1.0,43,1.0,Artist,14.0,Low,1.0,Cat_3,C
2069,1,1.0,28,1.0,Healthcare,9.0,Low,1.0,Cat_6,B
2070,0,1.0,32,1.0,Healthcare,1.0,Low,3.0,Cat_6,A
2071,0,1.0,22,0.0,Doctor,2.0,Low,4.0,Cat_6,B
2072,1,0.0,37,1.0,Doctor,0.0,Average,2.0,Cat_6,D
2073,0,1.0,31,1.0,Healthcare,1.0,Low,1.0,Cat_6,B
2074,0,0.0,84,0.0,Lawyer,0.0,High,2.0,Cat_6,C
2075,0,0.0,51,1.0,Artist,3.0,Average,6.0,Cat_6,A
2076,0,0.0,43,1.0,Entertainment,0.0,Average,2.0,Cat_3,D
2077,0,0.0,56,1.0,Artist,5.0,Average,4.0,Cat_6,A
2078,1,1.0,30,1.0,Artist,5.0,Low,4.0,Cat_6,A
2079,1,0.0,33,1.0,Artist,0.0,Average,2.0,Cat_6,D
2080,1,1.0,41,1.0,Artist,4.0,Low,1.0,Cat_6,B
2081,1,0.0,75,1.0,Lawyer,0.0,High,2.0,Cat_6,A
2082,0,1.0,48,1.0,Artist,1.0,Low,1.0,Cat_7,B
2083,1,0.0,40,1.0,Artist,9.0,Low,2.0,Cat_6,A
2084,0,1.0,27,1.0,Artist,1.0,Low,4.0,Cat_6,B
2085,0,0.0,66,1.0,Artist,0.0,Average,2.0,Cat_6,A
2086,0,1.0,29,0.0,Entertainment,9.0,Low,,Cat_2,D
2087,1,1.0,33,1.0,Artist,1.0,Low,6.0,Cat_6,B
2088,0,0.0,36,0.0,Engineer,0.0,Average,2.0,Cat_4,D
2089,0,0.0,62,1.0,Artist,1.0,Low,1.0,Cat_6,C
2090,1,0.0,25,0.0,Doctor,1.0,Low,2.0,Cat_1,D
2091,1,1.0,23,0.0,Healthcare,8.0,Low,4.0,Cat_1,B
2092,1,1.0,27,1.0,Artist,10.0,Low,3.0,Cat_6,B
2093,0,0.0,52,1.0,Artist,1.0,Average,4.0,Cat_6,C
2094,1,1.0,28,0.0,Healthcare,0.0,Low,5.0,Cat_4,C
2095,0,0.0,77,0.0,Lawyer,0.0,High,3.0,Cat_6,D
2096,1,0.0,47,1.0,Artist,0.0,Average,2.0,Cat_3,A
2097,0,0.0,55,1.0,Artist,6.0,Low,,Cat_6,A
